"Species"	"number_wasps"	"w"	"total_alive"	"total_nested"	"total_usurp"	"total_coNested"
"dominula"	100	12	6	6	0	4
"dominula"	100	13	6	6	0	2
"dominula"	100	14	8	8	0	2
"dominula"	100	15	9	9	0	4
"dominula"	100	16	6	6	1	3
"dominula"	100	17	5	5	0	2
"dominula"	100	18	5	5	0	4
"dominula"	100	19	6	6	0	2
"dominula"	100	20	5	5	0	3
"dominula"	100	21	5	5	0	4
"dominula"	100	22	5	5	0	4
"dominula"	100	23	6	6	0	4
"dominula"	100	24	5	5	0	4
"dominula"	100	25	5	5	0	2
"dominula"	100	26	7	7	0	3
"dominula"	100	27	6	6	0	3
"dominula"	100	28	7	7	0	4
"dominula"	100	29	5	5	0	4
"dominula"	100	30	5	5	0	3
"dominula"	100	31	6	6	0	4
"dominula"	100	32	6	6	0	5
"dominula"	100	33	6	6	1	4
"dominula"	100	34	5	5	0	3
"dominula"	100	35	6	6	0	3
"dominula"	100	36	4	4	0	3
"dominula"	100	37	6	6	0	4
"dominula"	100	38	5	5	0	4
"dominula"	100	39	6	6	0	2
"dominula"	100	40	6	6	0	3
"dominula"	100	41	8	8	0	5
"dominula"	100	42	7	7	0	6
"dominula"	100	43	5	5	0	4
"dominula"	100	44	6	6	0	5
"dominula"	100	45	6	6	0	5
"dominula"	100	46	4	4	0	3
"dominula"	100	47	8	8	0	5
"dominula"	100	48	7	7	0	4
"dominula"	100	49	4	4	0	4
"dominula"	100	50	5	5	0	5
"dominula"	100	51	5	5	0	4
"dominula"	100	52	6	6	0	4
"dominula"	100	53	5	5	0	2
"dominula"	100	54	7	7	0	2
"dominula"	100	55	5	5	0	4
"dominula"	100	56	6	6	0	5
"dominula"	100	57	7	7	0	4
"dominula"	100	58	7	7	0	5
"dominula"	100	59	7	7	0	7
"dominula"	100	60	6	6	0	5
"dominula"	100	61	7	7	0	3
"dominula"	100	62	7	7	0	5
"dominula"	100	63	5	5	0	3
"dominula"	100	64	7	7	0	4
"dominula"	100	65	4	4	0	3
"dominula"	100	66	7	7	0	4
"dominula"	100	67	5	5	0	5
"dominula"	100	68	6	6	0	5
"dominula"	100	69	5	5	0	3
"dominula"	100	70	5	5	0	4
"dominula"	100	71	3	3	0	2
"dominula"	100	72	6	6	0	4
"dominula"	100	73	6	6	1	2
"dominula"	100	74	5	5	0	5
"dominula"	100	75	6	6	0	4
"dominula"	100	76	7	7	0	6
"dominula"	100	77	6	6	0	3
"dominula"	100	78	7	7	0	3
"dominula"	100	79	7	7	0	5
"dominula"	100	80	3	3	0	3
"dominula"	100	81	7	7	0	5
"dominula"	100	82	3	3	0	2
"dominula"	100	83	5	5	0	4
"dominula"	100	84	5	5	1	3
"dominula"	100	85	6	6	0	5
"dominula"	100	86	4	4	0	3
"dominula"	100	87	6	6	0	5
"dominula"	100	88	5	5	0	4
"dominula"	100	89	7	7	1	5
"dominula"	100	90	4	4	0	2
"dominula"	100	91	3	3	0	2
"dominula"	100	92	4	4	0	4
"dominula"	100	93	5	5	1	4
"dominula"	100	94	5	5	0	2
"dominula"	100	95	7	7	0	5
"dominula"	100	96	7	7	0	4
"dominula"	100	97	6	6	0	6
"dominula"	100	98	4	4	0	4
"dominula"	100	99	6	6	0	4
"dominula"	100	100	7	7	1	6
"dominula"	110	1	8	8	0	0
"dominula"	110	2	7	7	0	1
"dominula"	110	3	5	5	0	0
"dominula"	110	4	5	5	0	2
"dominula"	110	5	7	7	0	2
"dominula"	110	6	7	7	1	2
"dominula"	110	7	4	4	0	1
"dominula"	110	8	6	6	0	4
"dominula"	110	9	6	6	0	2
"dominula"	110	10	6	6	0	2
"dominula"	110	11	5	5	0	0
"dominula"	110	12	8	8	0	4
"dominula"	110	13	7	7	0	3
"dominula"	110	14	6	6	0	3
"dominula"	110	15	6	6	0	0
"dominula"	110	16	5	5	0	1
"dominula"	110	17	6	6	0	5
"dominula"	110	18	7	7	0	2
"dominula"	110	19	7	7	1	3
"dominula"	110	20	6	6	0	3
"dominula"	110	21	6	6	0	4
"dominula"	110	22	5	5	1	3
"dominula"	110	23	7	7	0	3
"dominula"	110	24	5	5	0	3
"dominula"	110	25	5	5	0	4
"dominula"	110	26	5	5	0	3
"dominula"	110	27	7	7	1	4
"dominula"	110	28	6	6	0	3
"dominula"	110	29	6	6	2	3
"dominula"	110	30	6	6	0	2
"dominula"	110	31	3	3	0	2
"dominula"	110	32	7	7	0	6
"dominula"	110	33	8	8	0	5
"dominula"	110	34	6	6	0	4
"dominula"	110	35	7	7	0	4
"dominula"	110	36	7	7	0	6
"dominula"	110	37	6	6	0	5
"dominula"	110	38	5	5	0	4
"dominula"	110	39	5	5	0	5
"dominula"	110	40	7	7	0	5
"dominula"	110	41	6	6	0	2
"dominula"	110	42	5	5	0	4
"dominula"	110	43	6	6	1	5
"dominula"	110	44	7	7	0	3
"dominula"	110	45	5	5	0	4
"dominula"	110	46	4	4	0	2
"dominula"	110	47	6	6	0	6
"dominula"	110	48	5	5	0	5
"dominula"	110	49	5	5	0	1
"dominula"	110	50	6	6	2	3
"dominula"	110	51	9	9	0	6
"dominula"	110	52	5	5	0	5
"dominula"	110	53	7	7	0	4
"dominula"	110	54	5	5	0	5
"dominula"	110	55	6	6	0	4
"dominula"	110	56	5	5	0	4
"dominula"	110	57	4	4	0	4
"dominula"	110	58	6	6	0	3
"dominula"	110	59	6	6	0	3
"dominula"	110	60	6	6	0	5
"dominula"	110	61	7	7	0	4
"dominula"	110	62	5	5	0	5
"dominula"	110	63	7	7	0	4
"dominula"	110	64	5	5	0	5
"dominula"	110	65	5	5	0	4
"dominula"	110	66	5	5	0	4
"dominula"	110	67	6	6	0	5
"dominula"	110	68	7	7	0	4
"dominula"	110	69	6	6	0	6
"dominula"	110	70	5	5	0	5
"dominula"	110	71	5	5	0	3
"dominula"	110	72	5	5	0	4
"dominula"	110	73	4	4	0	3
"dominula"	110	74	6	6	0	5
"dominula"	110	75	7	7	0	5
"dominula"	110	76	5	5	0	5
"dominula"	110	77	6	6	0	6
"dominula"	110	78	3	3	0	3
"dominula"	110	79	7	7	0	7
"dominula"	110	80	5	5	0	3
"dominula"	110	81	6	6	1	4
"dominula"	110	82	5	5	0	4
"dominula"	110	83	5	5	0	4
"dominula"	110	84	6	6	0	3
"dominula"	110	85	6	6	0	3
"dominula"	110	86	6	6	0	5
"dominula"	110	87	7	7	0	6
"dominula"	110	88	6	6	0	3
"dominula"	110	89	4	4	0	4
"dominula"	110	90	4	4	0	3
"dominula"	110	91	6	6	0	4
"dominula"	110	92	7	7	0	5
"dominula"	110	93	6	6	0	5
"dominula"	110	94	5	5	0	4
"dominula"	110	95	4	4	0	4
"dominula"	110	96	6	6	0	4
"dominula"	110	97	6	6	0	6
"dominula"	110	98	6	6	0	5
"dominula"	110	99	6	6	0	5
"dominula"	110	100	5	5	1	2
"dominula"	110	101	5	5	0	4
"dominula"	110	102	4	4	0	2
"dominula"	110	103	6	6	0	4
"dominula"	110	104	5	5	0	3
"dominula"	110	105	4	4	0	3
"dominula"	110	106	6	6	0	4
"dominula"	110	107	6	6	1	5
"dominula"	110	108	4	4	0	3
"dominula"	110	109	5	5	0	3
"dominula"	110	110	5	5	0	5
"dominula"	120	1	6	6	0	0
"dominula"	120	2	5	5	0	1
"dominula"	120	3	6	6	0	0
"dominula"	120	4	5	5	0	1
"dominula"	120	5	6	6	0	1
"dominula"	120	6	4	4	1	2
"dominula"	120	7	6	6	0	3
"dominula"	120	8	8	8	0	3
"dominula"	120	9	7	7	0	3
"dominula"	120	10	6	6	0	1
"dominula"	120	11	7	7	0	1
"dominula"	120	12	5	5	0	2
"dominula"	120	13	5	5	1	3
"dominula"	120	14	6	6	1	2
"dominula"	120	15	6	6	1	2
"dominula"	120	16	5	5	0	3
"dominula"	120	17	7	7	0	2
"dominula"	120	18	5	5	0	0
"dominula"	120	19	7	7	0	4
"dominula"	120	20	6	6	0	5
"dominula"	120	21	4	4	0	2
"dominula"	120	22	6	6	0	4
"dominula"	120	23	4	4	0	4
"dominula"	120	24	5	5	0	2
"dominula"	120	25	6	6	0	5
"dominula"	120	26	7	7	0	3
"dominula"	120	27	8	8	0	5
"dominula"	120	28	5	5	0	4
"dominula"	120	29	4	4	0	4
"dominula"	120	30	5	5	0	4
"dominula"	120	31	5	5	0	3
"dominula"	120	32	5	5	0	4
"dominula"	120	33	6	6	0	2
"dominula"	120	34	6	6	1	5
"dominula"	120	35	6	6	0	5
"dominula"	120	36	6	6	1	3
"dominula"	120	37	7	7	0	4
"dominula"	120	38	4	4	0	3
"dominula"	120	39	8	8	0	5
"dominula"	120	40	5	5	0	4
"dominula"	120	41	5	5	0	4
"dominula"	120	42	5	5	0	4
"dominula"	120	43	6	6	1	3
"dominula"	120	44	7	7	0	6
"dominula"	120	45	6	6	0	3
"dominula"	120	46	8	8	0	6
"dominula"	120	47	6	6	0	3
"dominula"	120	48	6	6	0	3
"dominula"	120	49	6	6	0	4
"dominula"	120	50	5	5	0	4
"dominula"	120	51	6	6	0	5
"dominula"	120	52	3	3	0	2
"dominula"	120	53	6	6	0	2
"dominula"	120	54	7	7	0	4
"dominula"	120	55	5	5	0	3
"dominula"	120	56	7	7	0	4
"dominula"	120	57	7	7	0	4
"dominula"	120	58	5	5	0	4
"dominula"	120	59	4	4	0	2
"dominula"	120	60	5	5	0	3
"dominula"	120	61	5	5	0	4
"dominula"	120	62	4	4	0	3
"dominula"	120	63	5	5	1	3
"dominula"	120	64	3	3	0	2
"dominula"	120	65	7	7	0	5
"dominula"	120	66	6	6	0	5
"dominula"	120	67	6	6	1	4
"dominula"	120	68	6	6	0	3
"dominula"	120	69	5	5	0	2
"dominula"	120	70	6	6	0	5
"dominula"	120	71	6	6	0	5
"dominula"	120	72	6	6	0	4
"dominula"	120	73	7	7	0	4
"dominula"	120	74	7	7	0	6
"dominula"	120	75	5	5	0	4
"dominula"	120	76	6	6	0	5
"dominula"	120	77	5	5	0	4
"dominula"	120	78	5	5	0	3
"dominula"	120	79	5	5	0	4
"dominula"	120	80	6	6	0	3
"dominula"	120	81	6	6	0	5
"dominula"	120	82	4	4	0	3
"dominula"	120	83	5	5	0	5
"dominula"	120	84	7	7	0	5
"dominula"	120	85	7	7	3	4
"dominula"	120	86	5	5	0	5
"dominula"	120	87	7	7	0	4
"dominula"	120	88	8	8	0	6
"dominula"	120	89	8	8	0	5
"dominula"	120	90	5	5	0	5
"dominula"	120	91	4	4	0	4
"dominula"	120	92	5	5	0	4
"dominula"	120	93	6	6	1	4
"dominula"	120	94	4	4	0	4
"dominula"	120	95	6	6	0	3
"dominula"	120	96	7	7	0	5
"dominula"	120	97	4	4	0	3
"dominula"	120	98	5	5	0	3
"dominula"	120	99	5	5	1	4
"dominula"	120	100	7	7	0	6
"dominula"	120	101	5	5	0	3
"dominula"	120	102	5	5	0	3
"dominula"	120	103	4	4	0	4
"dominula"	120	104	5	5	0	5
"dominula"	120	105	5	5	0	5
"dominula"	120	106	3	3	0	2
"dominula"	120	107	7	7	0	2
"dominula"	120	108	4	4	0	4
"dominula"	120	109	6	6	0	4
"dominula"	120	110	7	7	0	5
"dominula"	120	111	5	5	0	4
"dominula"	120	112	6	6	0	6
"dominula"	120	113	3	3	0	1
"dominula"	120	114	6	6	0	5
"dominula"	120	115	7	7	0	7
"dominula"	120	116	5	5	0	5
"dominula"	120	117	4	4	0	4
"dominula"	120	118	6	6	0	4
"dominula"	120	119	8	8	0	6
"dominula"	120	120	7	7	0	6
"dominula"	130	1	8	8	0	0
"dominula"	130	2	6	6	0	1
"dominula"	130	3	6	6	0	0
"dominula"	130	4	4	4	0	0
"dominula"	130	5	7	7	0	0
"dominula"	130	6	7	7	0	2
"dominula"	130	7	4	4	0	1
"dominula"	130	8	6	6	0	2
"dominula"	130	9	7	7	0	1
"dominula"	130	10	7	7	0	4
"dominula"	130	11	6	6	0	1
"dominula"	130	12	5	5	0	1
"dominula"	130	13	4	4	1	0
"dominula"	130	14	5	5	0	3
"dominula"	130	15	6	6	0	4
"dominula"	130	16	5	5	0	3
"dominula"	130	17	8	8	1	4
"dominula"	130	18	6	6	0	5
"dominula"	130	19	5	5	0	3
"dominula"	130	20	5	5	0	1
"dominula"	130	21	6	6	0	3
"dominula"	130	22	5	5	0	3
"dominula"	130	23	5	5	0	5
"dominula"	130	24	6	6	0	4
"dominula"	130	25	6	6	0	5
"dominula"	130	26	6	6	0	4
"dominula"	130	27	6	6	0	3
"dominula"	130	28	5	5	0	3
"dominula"	130	29	6	6	0	5
"dominula"	130	30	6	6	0	5
"dominula"	130	31	7	7	0	5
"dominula"	130	32	7	7	0	4
"dominula"	130	33	6	6	0	2
"dominula"	130	34	5	5	0	4
"dominula"	130	35	8	8	0	4
"dominula"	130	36	8	8	0	4
"dominula"	130	37	6	6	0	3
"dominula"	130	38	6	6	0	3
"dominula"	130	39	3	3	0	1
"dominula"	130	40	4	4	0	3
"dominula"	130	41	4	4	0	3
"dominula"	130	42	6	6	1	3
"dominula"	130	43	6	6	0	6
"dominula"	130	44	6	6	0	4
"dominula"	130	45	6	6	0	5
"dominula"	130	46	5	5	0	3
"dominula"	130	47	6	6	0	6
"dominula"	130	48	7	7	0	5
"dominula"	130	49	5	5	0	4
"dominula"	130	50	5	5	0	4
"dominula"	130	51	7	7	0	6
"dominula"	130	52	6	6	0	4
"dominula"	130	53	7	7	0	5
"dominula"	130	54	7	7	0	6
"dominula"	130	55	5	5	0	5
"dominula"	130	56	6	6	0	4
"dominula"	130	57	7	7	0	5
"dominula"	130	58	7	7	0	6
"dominula"	130	59	7	7	0	3
"dominula"	130	60	6	6	1	4
"dominula"	130	61	7	7	0	5
"dominula"	130	62	5	5	0	4
"dominula"	130	63	3	3	0	3
"dominula"	130	64	5	5	0	4
"dominula"	130	65	6	6	0	4
"dominula"	130	66	5	5	0	3
"dominula"	130	67	5	5	0	4
"dominula"	130	68	6	6	0	4
"dominula"	130	69	5	5	0	4
"dominula"	130	70	6	6	0	4
"dominula"	130	71	6	6	0	5
"dominula"	130	72	5	5	0	4
"dominula"	130	73	6	6	0	4
"dominula"	130	74	7	7	1	5
"dominula"	130	75	5	5	0	3
"dominula"	130	76	4	4	0	3
"dominula"	130	77	7	7	1	4
"dominula"	130	78	4	4	0	4
"dominula"	130	79	5	5	0	4
"dominula"	130	80	7	7	0	3
"dominula"	130	81	5	5	1	4
"dominula"	130	82	5	5	0	4
"dominula"	130	83	9	9	0	4
"dominula"	130	84	7	7	0	6
"dominula"	130	85	4	4	0	3
"dominula"	130	86	4	4	0	3
"dominula"	130	87	5	5	0	3
"dominula"	130	88	6	6	2	3
"dominula"	130	89	5	5	0	5
"dominula"	130	90	5	5	0	2
"dominula"	130	91	7	7	0	5
"dominula"	130	92	7	7	0	5
