"Species"	"number_wasps"	"w"	"total_alive"	"total_nested"	"total_usurp"	"total_coNested"
"dominula"	80	4	3	3	0	1
"dominula"	80	5	2	2	0	0
"dominula"	80	6	2	2	0	0
"dominula"	80	7	2	2	0	1
"dominula"	80	8	2	2	0	0
"dominula"	80	9	3	3	0	1
"dominula"	80	10	4	4	0	0
"dominula"	80	11	1	1	0	0
"dominula"	80	12	2	2	0	1
"dominula"	80	13	3	3	0	1
"dominula"	80	14	2	2	0	2
"dominula"	80	15	1	1	0	1
"dominula"	80	16	3	3	1	0
"dominula"	80	17	3	3	0	2
"dominula"	80	18	1	1	0	1
"dominula"	80	19	2	2	0	0
"dominula"	80	20	2	2	0	1
"dominula"	80	21	2	2	0	1
"dominula"	80	22	1	1	0	1
"dominula"	80	23	2	2	0	2
"dominula"	80	24	4	4	0	3
"dominula"	80	25	3	3	0	2
"dominula"	80	26	2	2	0	1
"dominula"	80	27	2	2	0	1
"dominula"	80	28	2	2	0	1
"dominula"	80	29	1	1	0	1
"dominula"	80	30	3	3	0	2
"dominula"	80	31	2	2	0	1
"dominula"	80	32	2	2	0	1
"dominula"	80	33	1	1	0	1
"dominula"	80	34	2	2	0	1
"dominula"	80	35	3	3	0	2
"dominula"	80	36	2	2	0	2
"dominula"	80	37	2	2	0	2
"dominula"	80	38	1	1	0	1
"dominula"	80	39	3	3	0	1
"dominula"	80	40	4	4	0	2
"dominula"	80	41	3	3	0	2
"dominula"	80	42	3	3	0	2
"dominula"	80	43	3	3	0	1
"dominula"	80	44	2	2	0	1
"dominula"	80	45	2	2	0	2
"dominula"	80	46	3	3	0	1
"dominula"	80	47	2	2	0	1
"dominula"	80	48	3	3	0	1
"dominula"	80	49	3	3	0	1
"dominula"	80	50	3	3	0	3
"dominula"	80	51	2	2	0	2
"dominula"	80	52	3	3	0	3
"dominula"	80	53	2	2	0	2
"dominula"	80	54	2	2	0	1
"dominula"	80	55	3	3	0	2
"dominula"	80	56	3	3	0	2
"dominula"	80	57	2	2	0	1
"dominula"	80	58	2	2	0	2
"dominula"	80	59	3	3	0	2
"dominula"	80	60	3	3	0	3
"dominula"	80	61	2	2	0	2
"dominula"	80	62	2	2	0	1
"dominula"	80	63	2	2	0	1
"dominula"	80	64	3	3	0	3
"dominula"	80	65	3	3	0	3
"dominula"	80	66	2	2	0	2
"dominula"	80	67	1	1	0	1
"dominula"	80	68	2	2	0	2
"dominula"	80	69	3	3	0	2
"dominula"	80	70	2	2	0	2
"dominula"	80	71	1	1	0	1
"dominula"	80	72	3	3	0	2
"dominula"	80	73	2	2	0	1
"dominula"	80	74	2	2	0	2
"dominula"	80	75	2	2	0	2
"dominula"	80	76	1	1	0	1
"dominula"	80	77	3	3	0	3
"dominula"	80	78	1	1	0	1
"dominula"	80	79	2	2	0	2
"dominula"	80	80	2	2	0	2
"dominula"	90	1	4	4	0	0
"dominula"	90	2	2	2	0	0
"dominula"	90	3	3	3	0	0
"dominula"	90	4	2	2	0	0
"dominula"	90	5	3	3	0	0
"dominula"	90	6	1	1	0	1
"dominula"	90	7	2	2	0	0
"dominula"	90	8	1	1	0	1
"dominula"	90	9	2	2	0	0
"dominula"	90	10	3	3	0	0
"dominula"	90	11	1	1	0	0
"dominula"	90	12	3	3	0	2
"dominula"	90	13	2	2	0	2
"dominula"	90	14	1	1	0	1
"dominula"	90	15	2	2	0	1
"dominula"	90	16	3	3	0	0
"dominula"	90	17	2	2	0	1
"dominula"	90	18	2	2	0	1
"dominula"	90	19	2	2	0	2
"dominula"	90	20	2	2	0	2
"dominula"	90	21	2	2	0	1
"dominula"	90	22	4	4	0	0
"dominula"	90	23	2	2	0	1
"dominula"	90	24	1	1	0	0
"dominula"	90	25	2	2	0	1
"dominula"	90	26	4	4	0	3
"dominula"	90	27	2	2	0	1
"dominula"	90	28	3	3	0	2
"dominula"	90	29	1	1	0	0
"dominula"	90	30	2	2	0	1
"dominula"	90	31	3	3	0	1
"dominula"	90	32	2	2	0	2
"dominula"	90	33	2	2	0	1
"dominula"	90	34	2	2	0	1
"dominula"	90	35	3	3	0	2
"dominula"	90	36	1	1	0	1
"dominula"	90	37	3	3	0	1
"dominula"	90	38	3	3	0	3
"dominula"	90	39	2	2	0	2
"dominula"	90	40	3	3	0	2
"dominula"	90	41	2	2	0	2
"dominula"	90	42	2	2	0	2
"dominula"	90	43	2	2	0	0
"dominula"	90	44	1	1	0	1
"dominula"	90	45	1	1	0	1
"dominula"	90	46	1	1	0	1
"dominula"	90	47	2	2	0	1
"dominula"	90	48	1	1	0	1
"dominula"	90	49	3	3	0	2
"dominula"	90	50	2	2	0	2
"dominula"	90	51	3	3	0	2
"dominula"	90	52	2	2	0	1
"dominula"	90	53	2	2	1	0
"dominula"	90	54	3	3	0	2
"dominula"	90	55	3	3	0	3
"dominula"	90	56	1	1	0	0
"dominula"	90	57	4	4	0	2
"dominula"	90	58	2	2	0	1
"dominula"	90	59	2	2	0	0
"dominula"	90	60	1	1	0	1
"dominula"	90	61	1	1	0	1
"dominula"	90	62	2	2	0	2
"dominula"	90	63	2	2	0	2
"dominula"	90	64	3	3	0	2
"dominula"	90	65	2	2	0	2
"dominula"	90	66	3	3	0	3
"dominula"	90	67	3	3	0	2
"dominula"	90	68	1	1	0	1
"dominula"	90	69	3	3	0	1
"dominula"	90	70	3	3	0	3
"dominula"	90	71	2	2	0	2
"dominula"	90	72	2	2	0	1
"dominula"	90	73	2	2	0	1
"dominula"	90	74	3	3	0	1
"dominula"	90	75	2	2	0	2
"dominula"	90	76	2	2	0	2
"dominula"	90	77	3	3	0	3
"dominula"	90	78	4	4	0	3
"dominula"	90	79	2	2	0	2
"dominula"	90	80	1	1	0	1
"dominula"	90	81	2	2	0	0
"dominula"	90	82	1	1	0	0
"dominula"	90	83	4	4	0	3
"dominula"	90	84	1	1	0	1
"dominula"	90	85	2	2	0	0
"dominula"	90	86	3	3	0	2
"dominula"	90	87	2	2	0	1
"dominula"	90	88	3	3	0	1
"dominula"	90	89	3	3	0	3
"dominula"	90	90	1	1	0	1
"dominula"	100	1	2	2	0	0
"dominula"	100	2	3	3	0	0
"dominula"	100	3	3	3	0	0
"dominula"	100	4	2	2	0	0
"dominula"	100	5	3	3	0	0
"dominula"	100	6	4	4	0	0
"dominula"	100	7	3	3	0	0
"dominula"	100	8	4	4	0	2
"dominula"	100	9	1	1	0	0
"dominula"	100	10	3	3	0	2
"dominula"	100	11	3	3	0	2
"dominula"	100	12	3	3	0	0
"dominula"	100	13	3	3	0	1
"dominula"	100	14	3	3	0	1
"dominula"	100	15	3	3	0	3
"dominula"	100	16	2	2	0	2
"dominula"	100	17	2	2	1	0
"dominula"	100	18	3	3	0	1
"dominula"	100	19	2	2	0	1
"dominula"	100	20	1	1	0	1
"dominula"	100	21	2	2	0	0
"dominula"	100	22	3	3	0	1
"dominula"	100	23	2	2	0	2
"dominula"	100	24	1	1	0	1
"dominula"	100	25	3	3	0	2
"dominula"	100	26	1	1	0	0
"dominula"	100	27	1	1	0	1
"dominula"	100	28	1	1	0	1
"dominula"	100	29	3	3	0	2
"dominula"	100	30	3	3	0	1
"dominula"	100	31	3	3	0	3
"dominula"	100	32	3	3	0	3
"dominula"	100	33	3	3	1	0
"dominula"	100	34	4	4	0	3
"dominula"	100	35	2	2	1	1
"dominula"	100	36	1	1	0	1
"dominula"	100	37	3	3	0	2
"dominula"	100	38	2	2	0	1
"dominula"	100	39	3	3	0	2
"dominula"	100	40	3	3	0	2
"dominula"	100	41	3	3	0	3
"dominula"	100	42	3	3	0	1
"dominula"	100	43	2	2	0	2
"dominula"	100	44	2	2	0	1
"dominula"	100	45	2	2	0	1
"dominula"	100	46	3	3	0	1
"dominula"	100	47	1	1	0	1
"dominula"	100	48	2	2	0	2
"dominula"	100	49	3	3	0	3
"dominula"	100	50	3	3	0	3
"dominula"	100	51	1	1	0	1
"dominula"	100	52	3	3	0	3
"dominula"	100	53	2	2	0	1
"dominula"	100	54	1	1	0	1
"dominula"	100	55	3	3	0	2
"dominula"	100	56	2	2	0	2
"dominula"	100	57	2	2	0	1
"dominula"	100	58	3	3	0	2
"dominula"	100	59	2	2	0	2
"dominula"	100	60	2	2	0	2
"dominula"	100	61	3	3	0	2
"dominula"	100	62	2	2	0	1
"dominula"	100	63	3	3	0	3
"dominula"	100	64	3	3	0	3
"dominula"	100	65	1	1	0	1
"dominula"	100	66	2	2	0	1
"dominula"	100	67	4	4	0	2
"dominula"	100	68	2	2	0	2
"dominula"	100	69	3	3	0	3
"dominula"	100	70	3	3	0	1
"dominula"	100	71	2	2	0	0
"dominula"	100	72	3	3	0	2
"dominula"	100	73	2	2	0	1
"dominula"	100	74	2	2	0	2
"dominula"	100	75	2	2	0	2
"dominula"	100	76	3	3	0	3
"dominula"	100	77	2	2	0	1
"dominula"	100	78	1	1	0	1
"dominula"	100	79	2	2	0	2
"dominula"	100	80	1	1	0	0
"dominula"	100	81	2	2	0	2
"dominula"	100	82	2	2	0	1
"dominula"	100	83	1	1	0	0
"dominula"	100	84	2	2	0	2
"dominula"	100	85	2	2	0	2
"dominula"	100	86	1	1	0	1
"dominula"	100	87	2	2	0	2
"dominula"	100	88	2	2	0	2
"dominula"	100	89	4	4	0	1
"dominula"	100	90	2	2	0	2
"dominula"	100	91	2	2	0	2
"dominula"	100	92	0	0	0	0
"dominula"	100	93	3	3	0	3
"dominula"	100	94	2	2	0	2
"dominula"	100	95	2	2	0	1
"dominula"	100	96	3	3	0	1
"dominula"	100	97	2	2	0	2
"dominula"	100	98	2	2	0	2
"dominula"	100	99	1	1	0	1
"dominula"	100	100	4	4	0	3
"dominula"	110	1	3	3	0	0
"dominula"	110	2	2	2	0	0
"dominula"	110	3	2	2	0	1
"dominula"	110	4	2	2	0	1
"dominula"	110	5	1	1	0	0
"dominula"	110	6	2	2	0	1
"dominula"	110	7	2	2	0	1
"dominula"	110	8	3	3	0	0
"dominula"	110	9	2	2	0	0
"dominula"	110	10	4	4	1	0
"dominula"	110	11	2	2	0	2
"dominula"	110	12	4	4	0	0
"dominula"	110	13	1	1	0	1
"dominula"	110	14	2	2	0	0
"dominula"	110	15	2	2	0	0
"dominula"	110	16	1	1	0	0
"dominula"	110	17	2	2	1	0
"dominula"	110	18	3	3	0	1
"dominula"	110	19	2	2	0	1
"dominula"	110	20	3	3	0	1
"dominula"	110	21	2	2	0	1
"dominula"	110	22	2	2	0	2
"dominula"	110	23	2	2	0	1
"dominula"	110	24	2	2	0	1
"dominula"	110	25	3	3	0	1
"dominula"	110	26	2	2	0	1
"dominula"	110	27	4	4	0	4
"dominula"	110	28	3	3	0	2
"dominula"	110	29	3	3	0	1
"dominula"	110	30	1	1	0	1
"dominula"	110	31	2	2	0	1
"dominula"	110	32	2	2	0	1
"dominula"	110	33	3	3	0	2
"dominula"	110	34	1	1	0	1
"dominula"	110	35	2	2	0	2
"dominula"	110	36	2	2	0	0
"dominula"	110	37	1	1	0	0
"dominula"	110	38	1	1	0	1
"dominula"	110	39	3	3	0	2
"dominula"	110	40	2	2	0	2
"dominula"	110	41	2	2	0	1
"dominula"	110	42	1	1	0	1
"dominula"	110	43	3	3	0	2
"dominula"	110	44	1	1	0	1
"dominula"	110	45	2	2	0	2
"dominula"	110	46	3	3	0	2
"dominula"	110	47	2	2	0	2
"dominula"	110	48	3	3	0	3
"dominula"	110	49	2	2	0	1
"dominula"	110	50	2	2	0	1
"dominula"	110	51	3	3	0	2
"dominula"	110	52	2	2	0	2
"dominula"	110	53	3	3	0	2
"dominula"	110	54	2	2	0	0
"dominula"	110	55	2	2	0	1
"dominula"	110	56	1	1	0	1
"dominula"	110	57	2	2	0	2
"dominula"	110	58	3	3	0	2
"dominula"	110	59	2	2	0	1
"dominula"	110	60	2	2	0	1
"dominula"	110	61	3	3	0	3
"dominula"	110	62	2	2	0	2
"dominula"	110	63	2	2	0	2
"dominula"	110	64	4	4	0	3
"dominula"	110	65	1	1	0	0
"dominula"	110	66	2	2	0	1
"dominula"	110	67	4	4	0	3
"dominula"	110	68	3	3	0	2
"dominula"	110	69	4	4	0	3
"dominula"	110	70	2	2	0	2
"dominula"	110	71	3	3	0	2
"dominula"	110	72	2	2	1	1
"dominula"	110	73	2	2	0	0
"dominula"	110	74	2	2	0	2
"dominula"	110	75	1	1	0	1
"dominula"	110	76	2	2	0	2
"dominula"	110	77	3	3	0	2
"dominula"	110	78	3	3	0	2
"dominula"	110	79	2	2	0	1
"dominula"	110	80	1	1	0	1
"dominula"	110	81	1	1	0	1
"dominula"	110	82	2	2	0	2
"dominula"	110	83	4	4	0	0
"dominula"	110	84	2	2	0	1
"dominula"	110	85	1	1	0	1
"dominula"	110	86	2	2	0	2
"dominula"	110	87	3	3	0	2
"dominula"	110	88	3	3	0	3
"dominula"	110	89	2	2	0	2
"dominula"	110	90	3	3	0	1
"dominula"	110	91	3	3	0	3
"dominula"	110	92	2	2	0	1
"dominula"	110	93	1	1	0	0
"dominula"	110	94	1	1	0	1
"dominula"	110	95	2	2	0	2
"dominula"	110	96	3	3	0	2
"dominula"	110	97	2	2	0	1
"dominula"	110	98	2	2	0	2
"dominula"	110	99	2	2	0	1
"dominula"	110	100	2	2	0	2
"dominula"	110	101	3	3	0	2
"dominula"	110	102	2	2	0	1
"dominula"	110	103	3	3	0	2
"dominula"	110	104	1	1	0	1
"dominula"	110	105	2	2	0	1
"dominula"	110	106	2	2	0	1
"dominula"	110	107	3	3	0	2
"dominula"	110	108	2	2	0	2
"dominula"	110	109	3	3	0	3
"dominula"	110	110	3	3	0	3
"dominula"	120	1	3	3	0	0
"dominula"	120	2	2	2	0	0
"dominula"	120	3	2	2	0	0
"dominula"	120	4	3	3	0	1
"dominula"	120	5	3	3	0	1
"dominula"	120	6	4	4	0	0
"dominula"	120	7	3	3	0	1
"dominula"	120	8	3	3	0	2
"dominula"	120	9	1	1	0	1
"dominula"	120	10	2	2	0	1
"dominula"	120	11	2	2	0	2
"dominula"	120	12	2	2	1	1
"dominula"	120	13	2	2	0	1
"dominula"	120	14	3	3	0	1
"dominula"	120	15	2	2	1	1
"dominula"	120	16	4	4	0	0
"dominula"	120	17	4	4	0	1
"dominula"	120	18	2	2	0	0
"dominula"	120	19	2	2	0	1
"dominula"	120	20	3	3	0	2
"dominula"	120	21	3	3	0	3
"dominula"	120	22	3	3	0	1
"dominula"	120	23	1	1	0	1
"dominula"	120	24	3	3	0	2
"dominula"	120	25	3	3	0	2
"dominula"	120	26	2	2	0	1
"dominula"	120	27	2	2	0	1
"dominula"	120	28	1	1	0	0
"dominula"	120	29	2	2	0	2
"dominula"	120	30	2	2	0	1
"dominula"	120	31	3	3	0	1
"dominula"	120	32	3	3	0	0
"dominula"	120	33	4	4	0	4
"dominula"	120	34	2	2	0	1
"dominula"	120	35	2	2	0	1
"dominula"	120	36	3	3	0	1
"dominula"	120	37	2	2	0	2
"dominula"	120	38	3	3	0	2
"dominula"	120	39	2	2	0	2
"dominula"	120	40	2	2	0	2
"dominula"	120	41	2	2	0	2
"dominula"	120	42	2	2	0	2
"dominula"	120	43	1	1	0	1
"dominula"	120	44	2	2	0	1
"dominula"	120	45	1	1	0	1
"dominula"	120	46	1	1	0	1
"dominula"	120	47	2	2	0	2
"dominula"	120	48	3	3	0	1
"dominula"	120	49	3	3	0	0
"dominula"	120	50	2	2	1	1
"dominula"	120	51	3	3	0	2
"dominula"	120	52	2	2	0	1
"dominula"	120	53	3	3	0	2
"dominula"	120	54	2	2	0	2
"dominula"	120	55	2	2	0	1
"dominula"	120	56	2	2	0	2
"dominula"	120	57	2	2	0	1
"dominula"	120	58	1	1	1	0
"dominula"	120	59	3	3	0	3
"dominula"	120	60	2	2	0	2
"dominula"	120	61	1	1	0	1
"dominula"	120	62	1	1	0	1
"dominula"	120	63	3	3	0	1
"dominula"	120	64	3	3	0	2
"dominula"	120	65	3	3	0	2
"dominula"	120	66	1	1	0	1
"dominula"	120	67	3	3	0	2
"dominula"	120	68	2	2	0	2
"dominula"	120	69	2	2	0	0
"dominula"	120	70	1	1	0	1
"dominula"	120	71	1	1	0	1
"dominula"	120	72	3	3	0	3
"dominula"	120	73	2	2	0	2
"dominula"	120	74	2	2	0	2
"dominula"	120	75	3	3	0	2
"dominula"	120	76	3	3	0	3
"dominula"	120	77	2	2	0	1
"dominula"	120	78	3	3	0	3
"dominula"	120	79	2	2	0	1
"dominula"	120	80	2	2	0	1
"dominula"	120	81	2	2	0	2
"dominula"	120	82	1	1	0	1
"dominula"	120	83	1	1	0	1
"dominula"	120	84	3	3	0	3
"dominula"	120	85	1	1	0	0
"dominula"	120	86	2	2	0	2
"dominula"	120	87	2	2	0	1
"dominula"	120	88	3	3	0	3
"dominula"	120	89	2	2	0	2
"dominula"	120	90	2	2	0	1
"dominula"	120	91	1	1	0	1
"dominula"	120	92	2	2	0	1
"dominula"	120	93	2	2	0	2
"dominula"	120	94	3	3	0	2
"dominula"	120	95	4	4	0	4
"dominula"	120	96	2	2	0	2
"dominula"	120	97	3	3	1	2
"dominula"	120	98	2	2	0	2
"dominula"	120	99	4	4	0	3
"dominula"	120	100	2	2	0	1
"dominula"	120	101	2	2	0	2
"dominula"	120	102	3	3	0	2
"dominula"	120	103	3	3	1	2
"dominula"	120	104	2	2	0	2
"dominula"	120	105	3	3	0	2
"dominula"	120	106	2	2	0	2
"dominula"	120	107	3	3	0	2
"dominula"	120	108	2	2	0	0
"dominula"	120	109	2	2	0	2
"dominula"	120	110	2	2	0	1
"dominula"	120	111	3	3	0	3
"dominula"	120	112	2	2	0	2
"dominula"	120	113	3	3	0	2
"dominula"	120	114	2	2	0	1
"dominula"	120	115	1	1	0	0
"dominula"	120	116	3	3	0	2
"dominula"	120	117	2	2	0	2
"dominula"	120	118	1	1	0	0
"dominula"	120	119	2	2	0	2
"dominula"	120	120	2	2	0	1
"dominula"	130	1	3	3	0	0
"dominula"	130	2	3	3	0	0
"dominula"	130	3	2	2	0	0
"dominula"	130	4	2	2	0	1
"dominula"	130	5	4	4	0	0
"dominula"	130	6	3	3	0	2
"dominula"	130	7	3	3	0	1
"dominula"	130	8	3	3	0	1
"dominula"	130	9	2	2	0	0
"dominula"	130	10	1	1	0	0
"dominula"	130	11	2	2	0	1
"dominula"	130	12	3	3	0	3
"dominula"	130	13	1	1	0	1
"dominula"	130	14	2	2	0	1
"dominula"	130	15	3	3	1	0
"dominula"	130	16	1	1	0	0
"dominula"	130	17	1	1	0	1
"dominula"	130	18	2	2	0	1
"dominula"	130	19	2	2	0	1
"dominula"	130	20	2	2	1	1
"dominula"	130	21	2	2	0	1
"dominula"	130	22	2	2	0	1
"dominula"	130	23	2	2	0	0
"dominula"	130	24	3	3	0	1
"dominula"	130	25	3	3	0	1
"dominula"	130	26	1	1	0	1
"dominula"	130	27	3	3	0	2
"dominula"	130	28	3	3	0	1
"dominula"	130	29	2	2	0	0
"dominula"	130	30	3	3	0	1
"dominula"	130	31	1	1	0	0
"dominula"	130	32	3	3	0	2
"dominula"	130	33	2	2	0	1
"dominula"	130	34	2	2	0	0
"dominula"	130	35	3	3	0	2
"dominula"	130	36	1	1	0	1
"dominula"	130	37	3	3	0	3
"dominula"	130	38	2	2	0	1
"dominula"	130	39	2	2	0	1
"dominula"	130	40	2	2	0	2
"dominula"	130	41	2	2	0	2
"dominula"	130	42	3	3	0	2
"dominula"	130	43	2	2	1	1
"dominula"	130	44	4	4	0	1
"dominula"	130	45	2	2	0	1
"dominula"	130	46	2	2	0	1
"dominula"	130	47	4	4	0	2
"dominula"	130	48	1	1	0	1
"dominula"	130	49	1	1	0	1
"dominula"	130	50	4	4	0	4
"dominula"	130	51	4	4	0	4
"dominula"	130	52	3	3	1	2
"dominula"	130	53	2	2	0	1
"dominula"	130	54	2	2	0	1
"dominula"	130	55	4	4	0	1
"dominula"	130	56	3	3	0	3
"dominula"	130	57	1	1	0	1
"dominula"	130	58	3	3	0	2
"dominula"	130	59	1	1	0	1
"dominula"	130	60	2	2	0	2
"dominula"	130	61	1	1	0	1
"dominula"	130	62	2	2	0	2
"dominula"	130	63	2	2	0	2
"dominula"	130	64	2	2	0	1
"dominula"	130	65	1	1	0	1
"dominula"	130	66	3	3	0	3
"dominula"	130	67	2	2	0	2
"dominula"	130	68	3	3	0	2
"dominula"	130	69	3	3	0	2
"dominula"	130	70	1	1	0	1
"dominula"	130	71	2	2	0	1
"dominula"	130	72	1	1	1	0
"dominula"	130	73	2	2	0	2
"dominula"	130	74	3	3	0	2
"dominula"	130	75	3	3	0	2
"dominula"	130	76	1	1	0	1
"dominula"	130	77	3	3	0	3
"dominula"	130	78	1	1	0	1
"dominula"	130	79	3	3	0	3
"dominula"	130	80	2	2	0	2
"dominula"	130	81	4	4	0	3
"dominula"	130	82	2	2	0	2
"dominula"	130	83	2	2	0	1
"dominula"	130	84	2	2	0	2
"dominula"	130	85	3	3	0	3
"dominula"	130	86	3	3	0	1
"dominula"	130	87	2	2	0	2
"dominula"	130	88	2	2	0	2
"dominula"	130	89	3	3	0	2
